id,date,season,year,month,hour,holiday,day_of_week,working_day,weather_condition,temperature,feels_temperature,humidity,windspeed,casual,registered,count,weekend,windspeed_category
1519,2011-03-08,Spring,2011,Mar,15,0,Tuesday,1,Misty,0.36,0.3788,0.18,0.0,35,77,112,0,Low
1520,2011-03-08,Spring,2011,Mar,16,0,Tuesday,1,Clear,0.38,0.3939,0.27,0.1642,26,82,108,0,Low
1521,2011-03-08,Spring,2011,Mar,17,0,Tuesday,1,Clear,0.36,0.3485,0.27,0.2239,39,209,248,0,Medium
1522,2011-03-08,Spring,2011,Mar,18,0,Tuesday,1,Clear,0.34,0.3333,0.27,0.194,21,214,235,0,Low
1523,2011-03-08,Spring,2011,Mar,19,0,Tuesday,1,Clear,0.34,0.3485,0.31,0.1045,9,141,150,0,Low
1524,2011-03-08,Spring,2011,Mar,20,0,Tuesday,1,Clear,0.32,0.3333,0.39,0.0896,2,74,76,0,Low
1525,2011-03-08,Spring,2011,Mar,21,0,Tuesday,1,Clear,0.3,0.2879,0.49,0.194,7,68,75,0,Low
1526,2011-03-08,Spring,2011,Mar,22,0,Tuesday,1,Clear,0.3,0.2879,0.49,0.2239,11,44,55,0,Medium
1527,2011-03-08,Spring,2011,Mar,23,0,Tuesday,1,Clear,0.28,0.2727,0.61,0.194,3,38,41,0,Low
1528,2011-03-09,Spring,2011,Mar,0,0,Wednesday,1,Clear,0.26,0.2879,0.65,0.0896,0,9,9,0,Low
1529,2011-03-09,Spring,2011,Mar,1,0,Wednesday,1,Clear,0.26,0.2727,0.52,0.1343,0,4,4,0,Low
1530,2011-03-09,Spring,2011,Mar,2,0,Wednesday,1,Clear,0.26,0.2727,0.52,0.1343,1,1,2,0,Low
1531,2011-03-09,Spring,2011,Mar,3,0,Wednesday,1,Clear,0.24,0.2576,0.7,0.0896,1,2,3,0,Low
1532,2011-03-09,Spring,2011,Mar,4,0,Wednesday,1,Clear,0.24,0.2576,0.75,0.1045,0,2,2,0,Low
1533,2011-03-09,Spring,2011,Mar,5,0,Wednesday,1,Misty,0.24,0.2424,0.81,0.1343,1,7,8,0,Low
1534,2011-03-09,Spring,2011,Mar,6,0,Wednesday,1,Misty,0.24,0.2576,0.85,0.1045,5,44,49,0,Low
1535,2011-03-09,Spring,2011,Mar,7,0,Wednesday,1,Misty,0.24,0.2424,0.87,0.1642,18,123,141,0,Low
1536,2011-03-09,Spring,2011,Mar,8,0,Wednesday,1,Misty,0.24,0.2424,0.87,0.1343,11,238,249,0,Low
1537,2011-03-09,Spring,2011,Mar,9,0,Wednesday,1,Misty,0.26,0.2424,0.87,0.2537,5,136,141,0,Medium
1538,2011-03-09,Spring,2011,Mar,10,0,Wednesday,1,Misty,0.3,0.2879,0.75,0.2537,8,49,57,0,Medium
1539,2011-03-09,Spring,2011,Mar,11,0,Wednesday,1,Misty,0.32,0.2879,0.76,0.3881,15,44,59,0,Medium
1540,2011-03-09,Spring,2011,Mar,12,0,Wednesday,1,Misty,0.32,0.303,0.76,0.2537,14,84,98,0,Medium
1541,2011-03-09,Spring,2011,Mar,13,0,Wednesday,1,Misty,0.32,0.2879,0.76,0.3582,17,82,99,0,Medium
1542,2011-03-09,Spring,2011,Mar,14,0,Wednesday,1,Misty,0.34,0.303,0.76,0.2985,10,61,71,0,Medium
1543,2011-03-09,Spring,2011,Mar,15,0,Wednesday,1,Misty,0.36,0.3333,0.71,0.2985,15,64,79,0,Medium
1544,2011-03-09,Spring,2011,Mar,16,0,Wednesday,1,Misty,0.34,0.303,0.76,0.3284,10,102,112,0,Medium
1545,2011-03-09,Spring,2011,Mar,17,0,Wednesday,1,Misty,0.34,0.303,0.76,0.2985,18,176,194,0,Medium
1546,2011-03-09,Spring,2011,Mar,18,0,Wednesday,1,Misty,0.34,0.3182,0.76,0.2537,12,176,188,0,Medium
1547,2011-03-09,Spring,2011,Mar,19,0,Wednesday,1,Misty,0.34,0.303,0.76,0.3284,11,123,134,0,Medium
1548,2011-03-09,Spring,2011,Mar,20,0,Wednesday,1,Misty,0.32,0.3182,0.87,0.194,4,87,91,0,Low
1549,2011-03-09,Spring,2011,Mar,21,0,Wednesday,1,Misty,0.32,0.303,0.93,0.3284,10,52,62,0,Medium
1550,2011-03-09,Spring,2011,Mar,22,0,Wednesday,1,Light_precipitation,0.32,0.3182,0.93,0.1642,4,17,21,0,Low
1551,2011-03-09,Spring,2011,Mar,23,0,Wednesday,1,Light_precipitation,0.34,0.3333,0.93,0.194,1,17,18,0,Low
1552,2011-03-10,Spring,2011,Mar,0,0,Thursday,1,Light_precipitation,0.34,0.3182,0.0,0.2537,3,0,3,0,Medium
1553,2011-03-10,Spring,2011,Mar,1,0,Thursday,1,Light_precipitation,0.34,0.3182,0.0,0.2537,0,2,2,0,Medium
1554,2011-03-10,Spring,2011,Mar,2,0,Thursday,1,Light_precipitation,0.34,0.3182,0.0,0.2537,0,1,1,0,Medium
1555,2011-03-10,Spring,2011,Mar,5,0,Thursday,1,Light_precipitation,0.36,0.3485,0.0,0.194,1,2,3,0,Low
1556,2011-03-10,Spring,2011,Mar,6,0,Thursday,1,Light_precipitation,0.36,0.3333,0.0,0.3284,0,12,12,0,Medium
1557,2011-03-10,Spring,2011,Mar,7,0,Thursday,1,Light_precipitation,0.38,0.3939,0.0,0.2239,1,36,37,0,Medium
1558,2011-03-10,Spring,2011,Mar,8,0,Thursday,1,Light_precipitation,0.38,0.3939,0.0,0.2836,1,43,44,0,Medium
1559,2011-03-10,Spring,2011,Mar,9,0,Thursday,1,Light_precipitation,0.4,0.4091,0.0,0.2239,1,23,24,0,Medium
1560,2011-03-10,Spring,2011,Mar,10,0,Thursday,1,Light_precipitation,0.4,0.4091,0.0,0.1642,0,17,17,0,Low
1561,2011-03-10,Spring,2011,Mar,11,0,Thursday,1,Light_precipitation,0.4,0.4091,0.0,0.2537,6,5,11,0,Medium
1562,2011-03-10,Spring,2011,Mar,12,0,Thursday,1,Light_precipitation,0.42,0.4242,0.0,0.2239,4,30,34,0,Medium
1563,2011-03-10,Spring,2011,Mar,13,0,Thursday,1,Light_precipitation,0.42,0.4242,0.0,0.2239,1,11,12,0,Medium
1564,2011-03-10,Spring,2011,Mar,14,0,Thursday,1,Light_precipitation,0.44,0.4394,0.0,0.2985,0,12,12,0,Medium
1565,2011-03-10,Spring,2011,Mar,15,0,Thursday,1,Light_precipitation,0.44,0.4394,0.0,0.2239,3,11,14,0,Medium
1566,2011-03-10,Spring,2011,Mar,16,0,Thursday,1,Light_precipitation,0.42,0.4242,0.0,0.2537,1,20,21,0,Medium
1567,2011-03-10,Spring,2011,Mar,17,0,Thursday,1,Misty,0.44,0.4394,0.0,0.3881,2,109,111,0,Medium
1568,2011-03-10,Spring,2011,Mar,18,0,Thursday,1,Light_precipitation,0.44,0.4394,0.0,0.3582,2,80,82,0,Medium
1569,2011-03-10,Spring,2011,Mar,19,0,Thursday,1,Light_precipitation,0.44,0.4394,0.0,0.5821,5,51,56,0,High
1570,2011-03-10,Spring,2011,Mar,20,0,Thursday,1,Light_precipitation,0.36,0.3333,0.0,0.3284,9,29,38,0,Medium
1571,2011-03-10,Spring,2011,Mar,21,0,Thursday,1,Light_precipitation,0.36,0.3485,0.0,0.2239,1,27,28,0,Medium
1572,2011-03-10,Spring,2011,Mar,22,0,Thursday,1,Misty,0.34,0.3333,0.0,0.1343,4,30,34,0,Low
1573,2011-03-10,Spring,2011,Mar,23,0,Thursday,1,Light_precipitation,0.34,0.3485,0.0,0.0896,1,26,27,0,Low
1574,2011-03-11,Spring,2011,Mar,0,0,Friday,1,Misty,0.34,0.3485,1.0,0.0896,0,6,6,0,Low
1575,2011-03-11,Spring,2011,Mar,1,0,Friday,1,Light_precipitation,0.34,0.3485,1.0,0.1045,0,8,8,0,Low
1576,2011-03-11,Spring,2011,Mar,2,0,Friday,1,Light_precipitation,0.34,0.3485,1.0,0.1045,2,3,5,0,Low
1577,2011-03-11,Spring,2011,Mar,3,0,Friday,1,Misty,0.32,0.3333,0.93,0.0896,0,2,2,0,Low
1578,2011-03-11,Spring,2011,Mar,5,0,Friday,1,Clear,0.3,0.2879,0.81,0.2239,1,6,7,0,Medium
1579,2011-03-11,Spring,2011,Mar,6,0,Friday,1,Clear,0.26,0.2424,0.81,0.2836,1,31,32,0,Medium
1580,2011-03-11,Spring,2011,Mar,7,0,Friday,1,Clear,0.26,0.2576,0.7,0.194,10,104,114,0,Low
1581,2011-03-11,Spring,2011,Mar,8,0,Friday,1,Clear,0.28,0.2727,0.7,0.2537,15,244,259,0,Medium
1582,2011-03-11,Spring,2011,Mar,9,0,Friday,1,Misty,0.3,0.2879,0.61,0.2836,13,143,156,0,Medium
1583,2011-03-11,Spring,2011,Mar,10,0,Friday,1,Misty,0.32,0.303,0.57,0.2985,18,60,78,0,Medium
1584,2011-03-11,Spring,2011,Mar,11,0,Friday,1,Misty,0.32,0.303,0.57,0.2985,14,67,81,0,Medium
1585,2011-03-11,Spring,2011,Mar,12,0,Friday,1,Misty,0.34,0.3182,0.53,0.2537,15,96,111,0,Medium
1586,2011-03-11,Spring,2011,Mar,13,0,Friday,1,Clear,0.36,0.3333,0.53,0.2537,15,92,107,0,Medium
1587,2011-03-11,Spring,2011,Mar,14,0,Friday,1,Misty,0.36,0.3333,0.5,0.3582,25,64,89,0,Medium
1588,2011-03-11,Spring,2011,Mar,15,0,Friday,1,Misty,0.34,0.3182,0.53,0.2537,21,64,85,0,Medium
1589,2011-03-11,Spring,2011,Mar,16,0,Friday,1,Misty,0.34,0.303,0.49,0.2985,18,95,113,0,Medium
1590,2011-03-11,Spring,2011,Mar,17,0,Friday,1,Clear,0.34,0.3182,0.49,0.2239,23,200,223,0,Medium
1591,2011-03-11,Spring,2011,Mar,18,0,Friday,1,Clear,0.32,0.303,0.49,0.3284,19,134,153,0,Medium
1592,2011-03-11,Spring,2011,Mar,19,0,Friday,1,Clear,0.3,0.2727,0.56,0.3284,7,111,118,0,Medium
1593,2011-03-11,Spring,2011,Mar,20,0,Friday,1,Clear,0.3,0.303,0.56,0.1642,6,70,76,0,Low
1594,2011-03-11,Spring,2011,Mar,21,0,Friday,1,Misty,0.3,0.2879,0.52,0.2537,10,43,53,0,Medium
1595,2011-03-11,Spring,2011,Mar,22,0,Friday,1,Clear,0.3,0.303,0.52,0.1642,11,53,64,0,Low
1596,2011-03-11,Spring,2011,Mar,23,0,Friday,1,Clear,0.3,0.2879,0.52,0.2537,3,34,37,0,Medium
1597,2011-03-12,Spring,2011,Mar,0,0,Saturday,0,Clear,0.26,0.2727,0.6,0.1343,4,30,34,1,Low
1598,2011-03-12,Spring,2011,Mar,1,0,Saturday,0,Clear,0.24,0.2273,0.65,0.194,3,15,18,1,Low
1599,2011-03-12,Spring,2011,Mar,2,0,Saturday,0,Clear,0.24,0.2273,0.65,0.194,0,14,14,1,Low
1600,2011-03-12,Spring,2011,Mar,3,0,Saturday,0,Clear,0.24,0.2273,0.65,0.2537,1,6,7,1,Medium
1601,2011-03-12,Spring,2011,Mar,4,0,Saturday,0,Clear,0.24,0.2273,0.65,0.2537,0,1,1,1,Medium
1602,2011-03-12,Spring,2011,Mar,5,0,Saturday,0,Clear,0.22,0.2273,0.69,0.194,0,2,2,1,Low
1603,2011-03-12,Spring,2011,Mar,6,0,Saturday,0,Clear,0.22,0.2121,0.75,0.2537,2,2,4,1,Medium
1604,2011-03-12,Spring,2011,Mar,7,0,Saturday,0,Clear,0.24,0.2273,0.7,0.194,4,19,23,1,Low
1605,2011-03-12,Spring,2011,Mar,8,0,Saturday,0,Clear,0.26,0.2576,0.65,0.1642,9,44,53,1,Low
1606,2011-03-12,Spring,2011,Mar,9,0,Saturday,0,Clear,0.28,0.2879,0.65,0.1045,25,76,101,1,Low
1607,2011-03-12,Spring,2011,Mar,10,0,Saturday,0,Clear,0.32,0.303,0.66,0.2239,21,78,99,1,Medium
1608,2011-03-12,Spring,2011,Mar,11,0,Saturday,0,Clear,0.34,0.303,0.49,0.3284,36,83,119,1,Medium
1609,2011-03-12,Spring,2011,Mar,12,0,Saturday,0,Clear,0.34,0.3182,0.53,0.2836,51,107,158,1,Medium
1610,2011-03-12,Spring,2011,Mar,13,0,Saturday,0,Clear,0.36,0.3333,0.51,0.3582,62,95,157,1,Medium
1611,2011-03-12,Spring,2011,Mar,14,0,Saturday,0,Clear,0.4,0.4091,0.5,0.4478,70,96,166,1,High
1612,2011-03-12,Spring,2011,Mar,15,0,Saturday,0,Clear,0.42,0.4242,0.44,0.4925,81,101,182,1,High
1613,2011-03-12,Spring,2011,Mar,16,0,Saturday,0,Clear,0.46,0.4545,0.41,0.4478,100,144,244,1,High
1614,2011-03-12,Spring,2011,Mar,17,0,Saturday,0,Clear,0.46,0.4545,0.44,0.3284,99,114,213,1,Medium
1615,2011-03-12,Spring,2011,Mar,18,0,Saturday,0,Clear,0.42,0.4242,0.54,0.1642,54,91,145,1,Low
1616,2011-03-12,Spring,2011,Mar,19,0,Saturday,0,Clear,0.42,0.4242,0.54,0.0896,26,86,112,1,Low
1617,2011-03-12,Spring,2011,Mar,20,0,Saturday,0,Clear,0.4,0.4091,0.58,0.1045,22,64,86,1,Low
1618,2011-03-12,Spring,2011,Mar,21,0,Saturday,0,Clear,0.38,0.3939,0.62,0.0,36,46,82,1,Low
1619,2011-03-12,Spring,2011,Mar,22,0,Saturday,0,Clear,0.36,0.3788,0.71,0.0,7,56,63,1,Low
1620,2011-03-12,Spring,2011,Mar,23,0,Saturday,0,Clear,0.38,0.3939,0.66,0.0896,11,38,49,1,Low
1621,2011-03-13,Spring,2011,Mar,0,0,Sunday,0,Clear,0.38,0.3939,0.62,0.1045,3,35,38,1,Low
1622,2011-03-13,Spring,2011,Mar,1,0,Sunday,0,Clear,0.36,0.3485,0.66,0.1343,10,23,33,1,Low
1623,2011-03-13,Spring,2011,Mar,3,0,Sunday,0,Clear,0.34,0.3333,0.76,0.1343,6,17,23,1,Low
1624,2011-03-13,Spring,2011,Mar,4,0,Sunday,0,Clear,0.34,0.3333,0.66,0.1642,4,9,13,1,Low
1625,2011-03-13,Spring,2011,Mar,5,0,Sunday,0,Clear,0.36,0.3485,0.62,0.1343,0,3,3,1,Low
1626,2011-03-13,Spring,2011,Mar,6,0,Sunday,0,Clear,0.34,0.3636,0.66,0.0,0,2,2,1,Low
1627,2011-03-13,Spring,2011,Mar,7,0,Sunday,0,Clear,0.36,0.3485,0.62,0.194,2,8,10,1,Low
1628,2011-03-13,Spring,2011,Mar,8,0,Sunday,0,Clear,0.4,0.4091,0.5,0.2985,11,23,34,1,Medium
1629,2011-03-13,Spring,2011,Mar,9,0,Sunday,0,Clear,0.4,0.4091,0.5,0.4179,8,36,44,1,High
1630,2011-03-13,Spring,2011,Mar,10,0,Sunday,0,Clear,0.42,0.4242,0.47,0.2537,36,86,122,1,Medium
1631,2011-03-13,Spring,2011,Mar,11,0,Sunday,0,Clear,0.44,0.4394,0.41,0.4179,88,93,181,1,High
1632,2011-03-13,Spring,2011,Mar,12,0,Sunday,0,Clear,0.46,0.4545,0.38,0.3881,74,120,194,1,Medium
1633,2011-03-13,Spring,2011,Mar,13,0,Sunday,0,Clear,0.46,0.4545,0.38,0.3881,97,124,221,1,Medium
1634,2011-03-13,Spring,2011,Mar,14,0,Sunday,0,Clear,0.46,0.4545,0.41,0.2985,144,106,250,1,Medium
1635,2011-03-13,Spring,2011,Mar,15,0,Sunday,0,Clear,0.48,0.4697,0.39,0.3284,149,155,304,1,Medium
1636,2011-03-13,Spring,2011,Mar,16,0,Sunday,0,Clear,0.46,0.4545,0.41,0.3881,124,132,256,1,Medium
1637,2011-03-13,Spring,2011,Mar,17,0,Sunday,0,Clear,0.44,0.4394,0.41,0.3582,98,143,241,1,Medium
1638,2011-03-13,Spring,2011,Mar,18,0,Sunday,0,Clear,0.4,0.4091,0.43,0.3582,55,92,147,1,Medium
1639,2011-03-13,Spring,2011,Mar,19,0,Sunday,0,Clear,0.36,0.3333,0.5,0.3582,28,73,101,1,Medium
1640,2011-03-13,Spring,2011,Mar,20,0,Sunday,0,Clear,0.32,0.303,0.57,0.2985,23,54,77,1,Medium
1641,2011-03-13,Spring,2011,Mar,21,0,Sunday,0,Clear,0.3,0.2879,0.56,0.2537,9,49,58,1,Medium
1642,2011-03-13,Spring,2011,Mar,22,0,Sunday,0,Clear,0.3,0.2727,0.56,0.3284,8,29,37,1,Medium
1643,2011-03-13,Spring,2011,Mar,23,0,Sunday,0,Clear,0.26,0.2576,0.65,0.2239,5,23,28,1,Medium
1644,2011-03-14,Spring,2011,Mar,0,0,Monday,1,Clear,0.26,0.2727,0.65,0.1045,4,7,11,0,Low
1645,2011-03-14,Spring,2011,Mar,1,0,Monday,1,Clear,0.26,0.2879,0.65,0.0896,0,1,1,0,Low
1646,2011-03-14,Spring,2011,Mar,2,0,Monday,1,Clear,0.26,0.2879,0.65,0.0896,0,1,1,0,Low
1647,2011-03-14,Spring,2011,Mar,3,0,Monday,1,Clear,0.26,0.2727,0.65,0.1343,0,3,3,0,Low
1648,2011-03-14,Spring,2011,Mar,5,0,Monday,1,Clear,0.24,0.2424,0.7,0.1343,0,8,8,0,Low
1649,2011-03-14,Spring,2011,Mar,6,0,Monday,1,Clear,0.26,0.2727,0.65,0.1343,1,27,28,0,Low
1650,2011-03-14,Spring,2011,Mar,7,0,Monday,1,Misty,0.28,0.3182,0.61,0.0,4,84,88,0,Low
1651,2011-03-14,Spring,2011,Mar,8,0,Monday,1,Misty,0.3,0.303,0.56,0.1343,24,217,241,0,Low
1652,2011-03-14,Spring,2011,Mar,9,0,Monday,1,Clear,0.32,0.303,0.53,0.3284,13,127,140,0,Medium
1653,2011-03-14,Spring,2011,Mar,10,0,Monday,1,Clear,0.34,0.3182,0.42,0.2537,27,57,84,0,Medium
1654,2011-03-14,Spring,2011,Mar,11,0,Monday,1,Clear,0.36,0.3333,0.4,0.2537,26,45,71,0,Medium
1655,2011-03-14,Spring,2011,Mar,12,0,Monday,1,Clear,0.38,0.3939,0.37,0.0,40,54,94,0,Low
1656,2011-03-14,Spring,2011,Mar,13,0,Monday,1,Clear,0.38,0.3939,0.36,0.3284,24,51,75,0,Medium
1657,2011-03-14,Spring,2011,Mar,14,0,Monday,1,Misty,0.38,0.3939,0.34,0.0,27,52,79,0,Low
1658,2011-03-14,Spring,2011,Mar,15,0,Monday,1,Clear,0.38,0.3939,0.37,0.1642,24,77,101,0,Low
1659,2011-03-14,Spring,2011,Mar,16,0,Monday,1,Clear,0.4,0.4091,0.35,0.1045,27,80,107,0,Low
1660,2011-03-14,Spring,2011,Mar,17,0,Monday,1,Clear,0.38,0.3939,0.4,0.194,42,229,271,0,Low
1661,2011-03-14,Spring,2011,Mar,18,0,Monday,1,Clear,0.36,0.3636,0.4,0.1045,25,210,235,0,Low
1662,2011-03-14,Spring,2011,Mar,19,0,Monday,1,Clear,0.36,0.3485,0.43,0.1343,17,133,150,0,Low
1663,2011-03-14,Spring,2011,Mar,20,0,Monday,1,Clear,0.34,0.3182,0.46,0.2239,23,106,129,0,Medium
1664,2011-03-14,Spring,2011,Mar,21,0,Monday,1,Clear,0.34,0.3333,0.46,0.1343,5,58,63,0,Low
1665,2011-03-14,Spring,2011,Mar,22,0,Monday,1,Clear,0.32,0.3333,0.49,0.1045,4,43,47,0,Low
1666,2011-03-14,Spring,2011,Mar,23,0,Monday,1,Clear,0.32,0.3485,0.53,0.0,2,17,19,0,Low
1667,2011-03-15,Spring,2011,Mar,0,0,Tuesday,1,Clear,0.32,0.3485,0.53,0.0,7,7,14,0,Low
1668,2011-03-15,Spring,2011,Mar,1,0,Tuesday,1,Clear,0.3,0.303,0.62,0.0896,4,6,10,0,Low
1669,2011-03-15,Spring,2011,Mar,2,0,Tuesday,1,Clear,0.3,0.303,0.62,0.0896,1,2,3,0,Low
1670,2011-03-15,Spring,2011,Mar,4,0,Tuesday,1,Clear,0.24,0.2576,0.75,0.0896,1,1,2,0,Low
1671,2011-03-15,Spring,2011,Mar,5,0,Tuesday,1,Clear,0.24,0.2273,0.75,0.194,0,11,11,0,Low
1672,2011-03-15,Spring,2011,Mar,6,0,Tuesday,1,Clear,0.22,0.2273,0.8,0.194,3,32,35,0,Low
1673,2011-03-15,Spring,2011,Mar,7,0,Tuesday,1,Clear,0.24,0.2424,0.75,0.1642,10,109,119,0,Low
1674,2011-03-15,Spring,2011,Mar,8,0,Tuesday,1,Clear,0.26,0.2879,0.7,0.0896,23,259,282,0,Low
1675,2011-03-15,Spring,2011,Mar,9,0,Tuesday,1,Misty,0.3,0.3333,0.7,0.0,10,147,157,0,Low
1676,2011-03-15,Spring,2011,Mar,10,0,Tuesday,1,Misty,0.32,0.3182,0.66,0.194,22,56,78,0,Low
1677,2011-03-15,Spring,2011,Mar,11,0,Tuesday,1,Misty,0.34,0.3182,0.57,0.2239,27,51,78,0,Medium
1678,2011-03-15,Spring,2011,Mar,12,0,Tuesday,1,Misty,0.36,0.3485,0.5,0.2239,32,70,102,0,Medium
1679,2011-03-15,Spring,2011,Mar,13,0,Tuesday,1,Misty,0.36,0.3333,0.57,0.2836,23,74,97,0,Medium
1680,2011-03-15,Spring,2011,Mar,14,0,Tuesday,1,Misty,0.38,0.3939,0.46,0.2985,14,74,88,0,Medium
1681,2011-03-15,Spring,2011,Mar,15,0,Tuesday,1,Misty,0.38,0.3939,0.43,0.2836,24,66,90,0,Medium
1682,2011-03-15,Spring,2011,Mar,16,0,Tuesday,1,Misty,0.38,0.3939,0.46,0.3284,21,93,114,0,Medium
1683,2011-03-15,Spring,2011,Mar,17,0,Tuesday,1,Misty,0.36,0.3485,0.62,0.194,22,195,217,0,Low
1684,2011-03-15,Spring,2011,Mar,18,0,Tuesday,1,Misty,0.36,0.3333,0.62,0.2985,18,207,225,0,Medium
1685,2011-03-15,Spring,2011,Mar,19,0,Tuesday,1,Misty,0.34,0.3182,0.71,0.2836,14,138,152,0,Medium
1686,2011-03-15,Spring,2011,Mar,20,0,Tuesday,1,Misty,0.34,0.3182,0.71,0.2836,9,79,88,0,Medium
1687,2011-03-15,Spring,2011,Mar,21,0,Tuesday,1,Light_precipitation,0.32,0.3333,0.81,0.1045,2,53,55,0,Low
1688,2011-03-15,Spring,2011,Mar,22,0,Tuesday,1,Misty,0.32,0.3182,0.87,0.1642,1,20,21,0,Low
1689,2011-03-15,Spring,2011,Mar,23,0,Tuesday,1,Misty,0.32,0.3182,0.87,0.1642,1,17,18,0,Low
1690,2011-03-16,Spring,2011,Mar,0,0,Wednesday,1,Light_precipitation,0.3,0.2879,0.93,0.2537,0,8,8,0,Medium
1691,2011-03-16,Spring,2011,Mar,1,0,Wednesday,1,Light_precipitation,0.3,0.2727,1.0,0.2985,1,2,3,0,Medium
1692,2011-03-16,Spring,2011,Mar,3,0,Wednesday,1,Misty,0.28,0.2727,1.0,0.2239,1,2,3,0,Medium
1693,2011-03-16,Spring,2011,Mar,4,0,Wednesday,1,Misty,0.3,0.303,0.93,0.1642,0,1,1,0,Low
1694,2011-03-16,Spring,2011,Mar,5,0,Wednesday,1,Misty,0.3,0.3182,0.93,0.1045,0,3,3,0,Low
1695,2011-03-16,Spring,2011,Mar,6,0,Wednesday,1,Misty,0.3,0.3182,0.93,0.1045,1,30,31,0,Low
1696,2011-03-16,Spring,2011,Mar,7,0,Wednesday,1,Misty,0.3,0.2879,0.93,0.194,10,101,111,0,Low
1697,2011-03-16,Spring,2011,Mar,8,0,Wednesday,1,Misty,0.32,0.3182,0.93,0.0,26,227,253,0,Low
1698,2011-03-16,Spring,2011,Mar,9,0,Wednesday,1,Misty,0.32,0.3333,0.93,0.1343,10,144,154,0,Low
1699,2011-03-16,Spring,2011,Mar,10,0,Wednesday,1,Misty,0.36,0.3485,0.81,0.1642,19,49,68,0,Low
1700,2011-03-16,Spring,2011,Mar,11,0,Wednesday,1,Misty,0.36,0.3485,0.81,0.1343,13,62,75,0,Low
1701,2011-03-16,Spring,2011,Mar,12,0,Wednesday,1,Misty,0.4,0.4091,0.71,0.1045,23,65,88,0,Low
1702,2011-03-16,Spring,2011,Mar,13,0,Wednesday,1,Misty,0.4,0.4091,0.76,0.1343,18,81,99,0,Low
1703,2011-03-16,Spring,2011,Mar,14,0,Wednesday,1,Misty,0.4,0.4091,0.76,0.2239,33,67,100,0,Medium
1704,2011-03-16,Spring,2011,Mar,15,0,Wednesday,1,Misty,0.4,0.4091,0.76,0.2537,22,79,101,0,Medium
1705,2011-03-16,Spring,2011,Mar,16,0,Wednesday,1,Misty,0.4,0.4091,0.76,0.1642,30,121,151,0,Low
1706,2011-03-16,Spring,2011,Mar,17,0,Wednesday,1,Misty,0.44,0.4394,0.54,0.2985,37,216,253,0,Medium
1707,2011-03-16,Spring,2011,Mar,18,0,Wednesday,1,Misty,0.44,0.4394,0.54,0.2239,26,211,237,0,Medium
1708,2011-03-16,Spring,2011,Mar,19,0,Wednesday,1,Misty,0.44,0.4394,0.51,0.3284,18,150,168,0,Medium
1709,2011-03-16,Spring,2011,Mar,20,0,Wednesday,1,Misty,0.42,0.4242,0.54,0.2985,10,111,121,0,Medium
1710,2011-03-16,Spring,2011,Mar,21,0,Wednesday,1,Misty,0.42,0.4242,0.58,0.2836,3,75,78,0,Medium
1711,2011-03-16,Spring,2011,Mar,22,0,Wednesday,1,Misty,0.4,0.4091,0.62,0.3881,11,48,59,0,Medium
1712,2011-03-16,Spring,2011,Mar,23,0,Wednesday,1,Clear,0.4,0.4091,0.65,0.194,9,18,27,0,Low
1713,2011-03-17,Spring,2011,Mar,0,0,Thursday,1,Clear,0.38,0.3939,0.66,0.2537,4,19,23,0,Medium
1714,2011-03-17,Spring,2011,Mar,1,0,Thursday,1,Clear,0.36,0.3485,0.71,0.2239,1,11,12,0,Medium
1715,2011-03-17,Spring,2011,Mar,2,0,Thursday,1,Clear,0.34,0.303,0.71,0.2985,3,5,8,0,Medium
1716,2011-03-17,Spring,2011,Mar,3,0,Thursday,1,Clear,0.34,0.3333,0.66,0.1642,1,1,2,0,Low
1717,2011-03-17,Spring,2011,Mar,4,0,Thursday,1,Clear,0.34,0.3333,0.71,0.194,0,3,3,0,Low
1718,2011-03-17,Spring,2011,Mar,5,0,Thursday,1,Clear,0.32,0.3333,0.76,0.1045,0,13,13,0,Low
1719,2011-03-17,Spring,2011,Mar,6,0,Thursday,1,Clear,0.32,0.3182,0.76,0.194,4,47,51,0,Low
1720,2011-03-17,Spring,2011,Mar,7,0,Thursday,1,Clear,0.32,0.3333,0.76,0.1343,12,128,140,0,Low
1721,2011-03-17,Spring,2011,Mar,8,0,Thursday,1,Clear,0.36,0.3485,0.66,0.1343,17,282,299,0,Low
1722,2011-03-17,Spring,2011,Mar,9,0,Thursday,1,Clear,0.4,0.4091,0.62,0.2537,23,162,185,0,Medium
1723,2011-03-17,Spring,2011,Mar,10,0,Thursday,1,Clear,0.44,0.4394,0.54,0.3284,9,69,78,0,Medium
1724,2011-03-17,Spring,2011,Mar,11,0,Thursday,1,Clear,0.44,0.4394,0.54,0.2836,20,66,86,0,Medium
1725,2011-03-17,Spring,2011,Mar,12,0,Thursday,1,Clear,0.5,0.4848,0.45,0.2239,24,81,105,0,Medium
1726,2011-03-17,Spring,2011,Mar,13,0,Thursday,1,Misty,0.52,0.5,0.42,0.0896,26,85,111,0,Low
1727,2011-03-17,Spring,2011,Mar,14,0,Thursday,1,Clear,0.5,0.4848,0.45,0.1045,32,87,119,0,Low
1728,2011-03-17,Spring,2011,Mar,15,0,Thursday,1,Clear,0.52,0.5,0.42,0.2537,30,95,125,0,Medium
1729,2011-03-17,Spring,2011,Mar,16,0,Thursday,1,Clear,0.5,0.4848,0.48,0.2836,34,108,142,0,Medium
